id,title,author,year,total_weeks,first_week,debut_rank,best_rank,author_count,author_first_name,author_last_name,author_gender,author_race
3681,QUICKSILVER,Amanda Quick,2011,1,2011-05-08,6,6,1,['Amanda'],['Quick'],['F'],['white']
3682,QUICKSILVER,Neal Stephenson,2003,4,2003-10-12,6,6,1,['Neal'],['Stephenson'],['M'],['white']
3683,QUIETLY MY CAPTAIN WAITS,Evelyn Eaton,1940,7,1940-06-24,4,4,1,['Evelyn'],['Eaton'],['F'],['white']
3684,QUINN,Iris Johansen,2011,1,2011-07-31,5,5,1,['Iris'],['Johansen'],['F'],['white']
3685,QUINN'S BOOK,William Kennedy,1988,2,1988-06-19,13,13,1,['William'],['Kennedy'],['M'],['white']
3686,QUITE A YEAR FOR PLUMS,Bailey White,1998,3,1998-07-19,14,14,1,['Bailey'],['White'],['F'],['white']
3687,RABBIT AT REST,John Updike,1990,7,1990-10-14,11,8,1,['John'],['Updike'],['M'],['white']
3688,RABBIT IS RICH,John Updike,1981,23,1981-10-25,9,4,1,['John'],['Updike'],['M'],['white']
3689,RABBIT REDUX,John Updike,1971,17,1971-12-05,9,4,1,['John'],['Updike'],['M'],['white']
369,ALL I NEED IS YOU,Johanna Lindsey,1997,1,1997-12-07,15,15,1,['Johanna'],['Lindsey'],['F'],['white']
3690,"RABBIT, RUN",John Updike,1960,10,1960-11-27,16,14,1,['John'],['Updike'],['M'],['white']
3691,RACHEL CADE,Charles E. Mercer,1956,7,1956-10-28,14,13,1,['Charles'],['Mercer'],['M'],['white']
3692,"RACHEL, THE RABBI'S WIFE",Sylvia Tenenbaum,1978,13,1978-02-19,15,8,1,['Sylvia'],['Tenenbaum'],['F'],['white']
3693,RADIANT ANGEL,Nelson DeMille,2015,6,2015-06-14,1,1,1,['Nelson'],['DeMille'],['M'],['white']
3694,RAGE,Jonathan Kellerman,2005,5,2005-06-12,7,7,1,['Jonathan'],['Kellerman'],['M'],['white']
3695,RAGE OF A DEMON KING,Raymond E. Feist,1997,1,1997-04-13,15,15,1,['Raymond'],['Feist'],['M'],['white']
3696,RAGE OF ANGELS,Sidney Sheldon,1980,41,1980-06-29,13,1,1,['Sidney'],['Sheldon'],['M'],['white']
3697,RAGE OF ANGELS,Sidney Sheldon ,1980,1,1980-11-23,5,5,1,['Sidney'],['Sheldon'],['M'],['white']
3698,RAGING HEAT,Richard Castle,2014,1,2014-10-05,6,6,1,['Richard'],['Castle'],['M'],['white']
3699,RAGTIME,E. L. Doctorow,1975,39,1975-08-03,7,1,1,['E.'],['Doctorow'],[None],[None]
37,4 3 2 1,Paul Auster,2017,1,2017-02-19,13,13,1,['Paul'],['Auster'],['M'],['white']
370,ALL IN THE FAMILY,Edwin O'Connor,1966,25,1966-10-23,9,5,1,['Edwin'],"[""O'Connor""]",['M'],[None]
3700,RAIN GODS,James Lee Burke,2009,3,2009-08-02,6,6,1,['James'],['Burke'],['M'],['white']
3701,RAIN IN THE DOORWAY,Thorne Smith,1933,4,1933-04-24,1,1,1,['Thorne'],['Smith'],['M'],['white']
3702,RAIN ON THE DEAD,Jack Higgins,2015,1,2015-01-18,9,9,1,['Jack'],['Higgins'],['M'],['white']
3703,RAIN ON THE WIND,Walter Macken,1951,1,1951-05-27,12,12,1,['Walter'],['Macken'],['M'],['white']
3704,RAINBOW IN THE MIST,Phyllis A. Whitney,1989,1,1989-04-02,14,14,1,['Phyllis'],['Whitney'],['F'],['white']
3705,RAINBOW IN THE ROYALS,Garland Roark,1950,1,1950-12-03,16,16,1,['Garland'],['Roark'],['M'],['white']
3706,RAINBOW ON THE ROAD,Esther Forbes,1954,11,1954-02-21,13,6,1,['Esther'],['Forbes'],['F'],['white']
3707,RAINBOW SIX,Tom Clancy,1998,25,1998-08-23,1,1,1,['Tom'],['Clancy'],['M'],['white']
3708,RAINSONG,Phyllis A. Whitney,1984,3,1984-02-19,13,13,1,['Phyllis'],['Whitney'],['F'],['white']
3709,RAINTREE COUNTY,Ross Lockridge,1948,29,1948-01-25,6,1,1,['Ross'],['Lockridge'],['M'],['white']
371,ALL MEN ARE ENEMIES,Richard Aldington,1933,4,1933-08-07,2,2,1,['Richard'],['Aldington'],['M'],[None]
3710,"RAISE HIGH THE ROOF BEAM, CARPENTERS",J.D. Salinger,1963,28,1963-02-17,8,1,1,['J.D.'],['Salinger'],[None],['white']
3711,RAISE THE TITANIC!,Clive Cussler,1976,22,1976-12-05,9,2,1,['Clive'],['Cussler'],['M'],[None]
3712,RAISING STEAM,Terry Pratchett,2014,2,2014-04-06,2,2,1,['Terry'],['Pratchett'],['M'],[None]
3713,RALLY ROUND THE FLAG BOYS!,Max Schulman,1957,51,1957-09-01,13,2,1,['Max'],['Schulman'],['M'],['white']
3714,RAMA REVEALED,Arthur C. Clarke and Gentry Lee,1994,6,1994-02-27,13,11,2,"['Arthur', 'Gentry']","['Clarke', 'Lee']","['M', 'M']","['white', 'white']"
3715,RANDOM HARVEST,James Hilton,1941,29,1941-02-03,3,1,1,['James'],['Hilton'],['M'],['white']
3716,RANDOM WINDS,Belva Plain,1980,28,1980-05-11,14,2,1,['Belva'],['Plain'],['F'],['white']
3717,RANSOM,Danielle Steel,2004,6,2004-03-14,4,4,1,['Danielle'],['Steel'],['F'],['white']
3718,RANSOM,Julie Garwood,1999,4,1999-02-21,3,3,1,['Julie'],['Garwood'],['F'],['white']
3719,RANT,Chuck Palahniuk,2007,5,2007-05-20,5,5,1,['Chuck'],['Palahniuk'],['M'],[None]
372,ALL NIGHT LONG,Jayne Ann Krentz,2006,4,2006-01-22,6,6,1,['Jayne'],['Krentz'],['F'],['white']
3720,RAPTURE,J. R. Ward,2012,1,2012-10-14,10,10,1,['J.'],['Ward'],['M'],['white']
3721,RASPBERRY DANISH MURDER,Joanne Fluke,2018,1,2018-03-18,6,6,1,['Joanne'],['Fluke'],['F'],['white']
3722,RATHER BE THE DEVIL,Ian Rankin,2017,1,2017-02-19,14,14,1,['Ian'],['Rankin'],['M'],['white']
3723,RAVELSTEIN,Saul Bellow,2000,1,2000-05-14,10,10,1,['Saul'],['Bellow'],['M'],['white']
3724,RAYLAN,Elmore Leonard,2012,5,2012-02-05,7,7,1,['Elmore'],['Leonard'],['M'],['white']
3725,RAZOR GIRL,Carl Hiaasen,2016,6,2016-09-25,2,2,1,['Carl'],['Hiaasen'],['M'],[None]
3726,REAMDE,Neal Stephenson,2011,2,2011-10-09,4,4,1,['Neal'],['Stephenson'],['M'],['white']
3727,REBECCA,Daphne Du Maurier,1938,32,1938-10-03,6,1,1,['Daphne'],['Maurier'],['F'],[None]
3728,RECKLESS ABANDON,Stuart Woods,2004,3,2004-05-02,5,5,1,['Stuart'],['Woods'],['M'],['white']
3729,RECONSTRUCTING AMELIA,Kimberly McCreight,2013,1,2013-04-21,16,16,1,['Kimberly'],['McCreight'],['F'],['white']
373,ALL OF THEIR LIVES,Myron Brinig,1941,1,1941-07-21,5,5,1,['Myron'],['Brinig'],['M'],[None]
3730,RECURSION,Blake Crouch,2019,1,2019-06-30,7,7,1,['Blake'],['Crouch'],['M'],['white']
3731,RED ALERT,James Patterson and Marshall Karp,2018,3,2018-04-15,2,2,2,"['James', 'Marshall']","['Patterson', 'Karp']","['M', 'M']","['white', 'white']"
3732,RED AT THE BONE,Jacqueline Woodson,2019,3,2019-10-06,8,8,1,['Jacqueline'],['Woodson'],['F'],['black']
3733,RED DRAGON,Thomas Harris,1981,9,1981-12-20,14,12,1,['Thomas'],['Harris'],['M'],['white']
3734,RED METAL,Mark Greaney and Hunter Ripley Rawlings IV,2019,1,2019-08-04,15,15,2,"['Mark', 'Hunter']","['Greaney', 'IV']","['M', 'M']","['white', 'api']"
3735,RED MIST,Patricia Cornwell,2011,5,2011-12-25,2,2,1,['Patricia'],['Cornwell'],['F'],['white']
3736,RED PHOENIX,Larry Bond,1989,15,1989-06-04,14,4,1,['Larry'],['Bond'],['M'],['white']
3737,RED PLUSH,Guy McCrone,1947,14,1947-12-28,12,6,1,['Guy'],['McCrone'],['M'],['white']
3738,RED RABBIT,Tom Clancy,2002,17,2002-08-25,1,1,1,['Tom'],['Clancy'],['M'],['white']
3739,RED SKY AT MORNING,Richard Bradford,1968,15,1968-06-30,8,5,1,['Richard'],['Bradford'],['M'],['white']
374,ALL SUMMER LONG,Dorothea Benton Frank,2016,3,2016-06-19,3,3,1,['Dorothea'],['Frank'],['F'],['white']
3740,RED SQUARE,Martin Cruz Smith,1992,6,1992-11-22,11,11,1,['Martin'],['Smith'],['M'],['white']
3741,RED STORM RISING,Tom Clancy,1986,50,1986-08-03,2,1,1,['Tom'],['Clancy'],['M'],['white']
3742,RED VELVET CUPCAKE MURDER,Joanne Fluke,2013,1,2013-03-17,6,6,1,['Joanne'],['Fluke'],['F'],['white']
3743,REDEMPTION,David Baldacci,2019,10,2019-05-05,1,1,1,['David'],['Baldacci'],['M'],['white']
3744,REDEMPTION,Leon Uris,1995,4,1995-07-02,12,12,1,['Leon'],['Uris'],['M'],[None]
3745,REDEMPTION ROAD,John Hart,2016,1,2016-05-22,15,15,1,['John'],['Hart'],['M'],['white']
3746,REDEPLOYMENT,Phil Klay,2014,5,2014-03-30,14,8,1,['Phil'],['Klay'],['M'],['white']
3747,REDHEAD BY THE SIDE OF THE ROAD,Anne Tyler,2020,4,2020-04-26,4,4,1,['Anne'],['Tyler'],['F'],['white']
3748,REDSHIRTS,John Scalzi,2012,1,2012-06-24,15,15,1,['John'],['Scalzi'],['M'],['white']
3749,REFLECTIONS OF A PEACEMAKER,Mattie J. T. Stepanek,2005,2,2005-09-11,15,13,1,['Mattie'],['Stepanek'],['F'],['white']
375,ALL THAT GLITTERS,Danielle Steel,2020,1,2020-12-06,6,6,1,['Danielle'],['Steel'],['F'],['white']
3750,REFLEX,Dick Francis,1981,15,1981-04-12,8,5,1,['Dick'],['Francis'],['M'],['white']
3751,REGRETS ONLY,Sally Quinn,1986,9,1986-08-24,14,4,1,['Sally'],['Quinn'],['F'],['white']
3752,REIGN IN HELL,William Diehl,1997,1,1997-10-26,13,13,1,['William'],['Diehl'],['M'],['white']
3753,RELENTLESS,Dean Koontz,2009,4,2009-06-28,1,1,1,['Dean'],['Koontz'],['M'],['white']
3754,REMAINS OF INNOCENCE,J. A. Jance,2014,1,2014-08-10,9,9,1,['J.'],['Jance'],['M'],['white']
3755,REMBRANDT,Gladys Schmitt,1961,17,1961-07-23,9,8,1,['Gladys'],['Schmitt'],['F'],['white']
3756,REMEMBER,Barbara Taylor Bradford,1991,12,1991-11-03,8,5,1,['Barbara'],['Bradford'],['F'],['white']
3757,REMEMBER ME,Mary Higgins Clark,1994,17,1994-05-01,4,1,1,['Mary'],['Clark'],['F'],['white']
3758,REMEMBER ME TO GOD,Myron S. Kaufmann,1957,28,1957-09-29,12,6,1,['Myron'],['Kaufmann'],['M'],['white']
3759,REMEMBER ME?,Sophie Kinsella,2008,8,2008-03-16,2,2,1,['Sophie'],['Kinsella'],['F'],['white']
376,ALL THAT IS,James Salter,2013,1,2013-04-21,14,14,1,['James'],['Salter'],['M'],['white']
3760,REMEMBER THE HOUSE,Santha Rama Rau,1956,9,1956-05-13,9,9,1,['Santha'],['Rau'],['F'],['white']
3761,REMEMBER WHEN,Judith McNaught,1996,3,1996-12-01,10,10,1,['Judith'],['McNaught'],['F'],['white']
3762,REMEMBER WHEN,Nora Roberts and J. D. Robb,2003,4,2003-10-05,4,4,2,"['Nora', 'J.']","['Roberts', 'Robb']","['F', 'M']","['white', 'white']"
3763,REMEMBRANCE,Danielle Steel,1981,22,1981-11-01,12,6,1,['Danielle'],['Steel'],['F'],['white']
3764,REMEMBRANCE ROCK,Carl Sandburg,1948,21,1948-10-24,9,3,1,['Carl'],['Sandburg'],['M'],['white']
3765,RENEGADE,Diana Palmer,2004,2,2004-08-15,13,13,1,['Diana'],['Palmer'],['F'],['white']
3766,RENNY'S DAUGHTER,Mazo de la Roche,1951,1,1951-11-04,14,14,1,['Mazo'],['Roche'],[None],['white']
3767,REPENT IN HASTE,John P. Marquand,1945,3,1945-12-02,13,13,1,['John'],['Marquand'],['M'],['white']
3768,REPORT TO THE COMMISSIONER,James Mills,1972,7,1972-08-20,10,7,1,['James'],['Mills'],['M'],['white']
3769,REPRISAL,Arthur Gordon,1950,5,1950-09-10,16,13,1,['Arthur'],['Gordon'],['M'],['white']
377,ALL THAT REMAINS,Patricia D. Cornwell,1992,9,1992-08-30,14,5,1,['Patricia'],['Cornwell'],['F'],['white']
3770,REPRISAL,Ethel Vance,1942,3,1942-12-07,4,4,1,['Ethel'],['Vance'],['F'],['white']
3771,REQUIEM FOR A NUN,William Faulkner,1951,7,1951-10-14,14,10,1,['William'],['Faulkner'],['M'],['white']
3772,REST AND BE THANKFUL,Helen MacInnes,1949,7,1949-09-11,16,11,1,['Helen'],['MacInnes'],['F'],['white']
3773,RESTLESS ARE THE SAILS,Evelyn Eaton,1941,1,1941-07-14,4,4,1,['Evelyn'],['Eaton'],['F'],['white']
3774,RESURRECTING MIDNIGHT,Eric Jerome Dickey,2009,1,2009-09-13,16,16,1,['Eric'],['Dickey'],['M'],['white']
3775,"RETREAT, HELL",! by W. E. B. Griffin,2004,2,2004-01-25,4,4,1,['!'],['Griffin'],[None],['white']
3776,"RETREAT, HELl",! by W. E. B. Griffin,2004,3,2004-02-01,6,6,1,['!'],['Griffin'],[None],['white']
3777,RETRIBUTION,Sherrilyn Kenyon,2011,2,2011-08-21,4,4,1,['Sherrilyn'],['Kenyon'],['F'],['white']
3778,RETURN OF THE JEDI,adapted by Joan D. Vinge,1983,31,1983-06-19,1,1,1,['adapted'],['Vinge'],[None],['white']
3779,RETURN TO JALNA,Mazo De La Roche,1946,3,1946-11-24,16,16,1,['Mazo'],['Roche'],[None],['white']
378,ALL THE DAY LONG,Howard Spring,1960,10,1960-03-20,11,11,1,['Howard'],['Spring'],['M'],['white']
3780,RETURN TO PARADISE,James A. Michener,1951,26,1951-05-06,15,3,1,['James'],['Michener'],['M'],['white']
3781,RETURN TO PEYTON PLACE,Grace Metalious,1960,3,1960-01-03,14,13,1,['Grace'],['Metalious'],['F'],[None]
3782,RETURN TO SULLIVANS ISLAND,Dorothea Benton Frank,2009,3,2009-07-19,14,9,1,['Dorothea'],['Frank'],['F'],['white']
3783,"REUBEN, REUBEN",Peter DeVries,1964,5,1964-03-22,9,9,1,['Peter'],['DeVries'],['M'],['white']
3784,REUNION,Merle Miller,1954,7,1954-11-07,15,11,1,['Merle'],['Miller'],['M'],['white']
3785,REUNION,Michael Jan Friedman,1991,4,1991-11-10,15,10,1,['Michael'],['Friedman'],['M'],['white']
3786,REVENGE OF THE MIDDLE-AGED WOMAN,Elizabeth Buchan,2003,1,2003-03-09,15,15,1,['Elizabeth'],['Buchan'],['F'],['white']
3787,REVENGE OF THE SITH,Matthew Stover,2005,10,2005-04-17,2,2,1,['Matthew'],['Stover'],['M'],['white']
3788,REVENGE WEARS PRADA,Lauren Weisberger,2013,4,2013-06-23,3,3,1,['Lauren'],['Weisberger'],['F'],['white']
3789,REVERSIBLE ERRORS,Scott Turow,2002,10,2002-11-17,7,6,1,['Scott'],['Turow'],['M'],['white']
379,ALL THE DEVILS ARE HERE,Louise Penny,2020,4,2020-09-20,1,1,1,['Louise'],['Penny'],['F'],['white']
3790,REVIVAL,Stephen King,2014,10,2014-11-30,1,1,1,['Stephen'],['King'],['M'],['white']
3791,RHETT BUTLER’S PEOPLE,Donald McCaig,2007,8,2007-11-25,5,5,1,['Donald'],['McCaig'],['M'],['white']
3792,RHUBARB,H. Allen Smith,1946,13,1946-08-25,10,4,1,['H.'],['Smith'],['M'],['white']
3793,RHYTHM OF WAR,Brandon Sanderson,2020,1,2020-12-06,1,1,1,['Brandon'],['Sanderson'],['M'],['white']
3794,RICH MAN POOR MAN,Janet Ayer Fairbank,1936,1,1936-12-28,7,7,1,['Janet'],['Fairbank'],['F'],['white']
3795,"RICH MAN, POOR MAN",Irwin Shaw,1970,33,1970-10-11,9,3,1,['Irwin'],['Shaw'],['M'],['white']
3796,RICH PEOPLE PROBLEMS,Kevin Kwan,2017,1,2017-06-11,12,12,1,['Kevin'],['Kwan'],['M'],['api']
3797,RICKSHAW BOY,Lau Shaw,1945,12,1945-08-26,5,4,1,['Lau'],['Shaw'],[None],['white']
3798,RICOCHET,Sandra Brown,2006,6,2006-09-03,2,2,1,['Sandra'],['Brown'],['F'],['white']
3799,RIDE A PALE HORSE,Helen MacInnes,1984,5,1984-11-11,13,10,1,['Helen'],['MacInnes'],['F'],['white']
38,44 CHARLES STREET,Danielle Steel,2011,5,2011-04-24,4,4,1,['Danielle'],['Steel'],['F'],['white']
380,ALL THE KING'S MEN,Robert Penn Warren,1946,9,1946-09-15,6,6,1,['Robert'],['Warren'],['M'],['white']
3800,RIDE THE RED EARTH,Paul Wellman,1958,8,1958-03-23,13,11,1,['Paul'],['Wellman'],['M'],['white']
3801,RIDES A DREAD REGION,Raymond E. Feist,2009,1,2009-04-19,16,16,1,['Raymond'],['Feist'],['M'],['white']
3802,RIGHT BEHIND YOU,Lisa Gardner,2017,3,2017-02-19,1,1,1,['Lisa'],['Gardner'],['F'],['white']
3803,RIGHTFULLY MINE,Doris Mortman.,1989,5,1989-07-16,12,11,1,['Doris'],['Mortman.'],['F'],[None]
3804,RILEY IN THE MORNING,Sandra Brown,2001,4,2001-01-21,4,3,1,['Sandra'],['Brown'],['F'],['white']
3805,RING OF FIRE,Brad Taylor,2017,1,2017-01-29,13,13,1,['Brad'],['Taylor'],['M'],['white']
3806,RIPPER,Isabel Allende,2014,1,2014-02-23,15,15,1,['Isabel'],['Allende'],['F'],['hispanic']
3807,RIPTIDE,Catherine Coulter,2000,7,2000-07-30,3,2,1,['Catherine'],['Coulter'],['F'],['white']
3808,RISE AND SHINE,Anna Quindlen,2006,7,2006-09-17,1,1,1,['Anna'],['Quindlen'],['F'],['white']
3809,RISE TO REBELLION,Jeff Shaara,2001,6,2001-07-22,9,9,1,['Jeff'],['Shaara'],['M'],[None]
381,ALL THE LIGHT WE CANNOT SEE,Anthony Doerr,2014,132,2014-05-25,10,1,1,['Anthony'],['Doerr'],['M'],['white']
3810,RISING SUN,Michael Crichton,1992,21,1992-02-16,8,1,1,['Michael'],['Crichton'],['M'],['white']
3811,RIVALS,Janet Dailey,1989,11,1989-01-22,10,3,1,['Janet'],['Dailey'],['F'],['white']
3812,RIVER GOD,Wilbur Smith,1994,4,1994-04-03,11,10,1,['Wilbur'],['Smith'],['M'],['white']
3813,RIVER MARKED,Patricia Briggs,2011,3,2011-03-20,3,3,1,['Patricia'],['Briggs'],['F'],['white']
3814,RIVER OF THE SUN,James Ramsey Ullman,1951,14,1951-01-21,10,3,1,['James'],['Ullman'],['M'],['white']
3815,RIVER ROAD,Jayne Ann Krentz,2014,1,2014-01-26,10,10,1,['Jayne'],['Krentz'],['F'],['white']
3816,RIVER SUPREME,Alice Tisdale Hobart,1934,5,1934-07-02,4,4,1,['Alice'],['Hobart'],['F'],['white']
3817,RIVER'S END,Nora Roberts,1999,7,1999-03-21,2,2,1,['Nora'],['Roberts'],['F'],['white']
3818,RIVERS GLIDE ON,A. Hamilton Gibbs,1934,2,1934-07-23,8,6,1,['A.'],['Gibbs'],['M'],['white']
3819,RIVERS OF GLORY,F. Van Wyck Mason,1943,1,1943-01-18,5,5,1,['F.'],['Mason'],[None],['white']
382,ALL THE LITTLE LIVE THINGS,Wallace Stegner,1967,1,1967-09-03,9,9,1,['Wallace'],['Stegner'],['M'],['white']
3820,RIVERS PARTING,Shirley Barker,1951,6,1951-01-21,11,10,1,['Shirley'],['Barker'],['F'],['white']
3821,RIZPAH,Charles E. Israel,1961,1,1961-05-07,15,15,1,['Charles'],['Israel'],['M'],['white']
3822,ROAD DOGS,Elmore Leonard,2009,3,2009-05-31,13,13,1,['Elmore'],['Leonard'],['M'],['white']
3823,ROAD OF AGES,Robert Nathan,1935,3,1935-02-18,4,4,1,['Robert'],['Nathan'],['M'],['white']
3824,ROAD OF THE PATRIARCH,R. A. Salvatore,2006,1,2006-11-12,13,13,1,['R.'],['Salvatore'],[None],['white']
3825,ROADSIDE CROSSES,Jeffery Deaver,2009,1,2009-06-28,8,8,1,['Jeffery'],['Deaver'],['M'],['white']
3826,ROANOKE HUNDRED,Inglis Clark Fletcher,1948,13,1948-11-14,12,8,1,['Inglis'],['Fletcher'],[None],['white']
3827,ROBERT B. PARKER'S BLIND SPOT,Reed Farrel Coleman,2014,1,2014-09-28,11,11,1,['Reed'],['Coleman'],['M'],['white']
3828,ROBERT B. PARKER'S CHEAP SHOT,Ace Atkins,2014,1,2014-05-25,13,13,1,['Ace'],['Atkins'],['M'],['white']
3829,ROBERT B. PARKER'S COLORBLIND,Reed Farrel Coleman,2018,1,2018-09-30,11,11,1,['Reed'],['Coleman'],['M'],['white']
383,ALL THE OLD KNIVES,Olen Steinhauer,2015,1,2015-03-29,15,15,1,['Olen'],['Steinhauer'],['M'],['white']
3830,ROBERT B. PARKER'S DAMNED IF YOU DO,Michael Brandman,2013,1,2013-09-29,6,6,1,['Michael'],['Brandman'],['M'],['white']
3831,ROBERT B. PARKER'S DEBT TO PAY,Reed Farrel Coleman,2016,1,2016-10-02,13,13,1,['Reed'],['Coleman'],['M'],['white']
3832,ROBERT B. PARKER'S FOOL ME TWICE,Michael Brandman,2012,2,2012-09-30,10,10,1,['Michael'],['Brandman'],['M'],['white']
3833,ROBERT B. PARKER'S KICKBACK,Ace Atkins,2015,1,2015-06-07,10,10,1,['Ace'],['Atkins'],['M'],['white']
3834,ROBERT B. PARKER'S KILLING THE BLUES,Michael Brandman,2011,2,2011-10-02,5,5,1,['Michael'],['Brandman'],['M'],['white']
3835,ROBERT B. PARKER'S LITTLE WHITE LIES,Ace Atkins,2017,1,2017-05-21,11,11,1,['Ace'],['Atkins'],['M'],['white']
3836,ROBERT B. PARKER'S LULLABY,Ace Atkins,2012,2,2012-05-20,6,6,1,['Ace'],['Atkins'],['M'],['white']
3837,ROBERT B. PARKER'S THE DEVIL WINS,Reed Farrel Coleman,2015,1,2015-09-27,12,12,1,['Reed'],['Coleman'],['M'],['white']
3838,ROBERT B. PARKER'S WONDERLAND,Ace Atkins,2013,1,2013-05-26,10,10,1,['Ace'],['Atkins'],['M'],['white']
3839,ROBERT B. PARKER‘S KILLING THE BLUES,Michael Brandman,2011,1,2011-10-16,16,16,1,['Michael'],['Brandman'],['M'],['white']
384,ALL THE PRETTY HORSES,Cormac McCarthy,1992,22,1992-06-07,15,9,1,['Cormac'],['McCarthy'],['M'],['white']
3840,ROBERT B. PARKER’S DAMNED IF YOU DO,Michael Brandman,2013,1,2013-10-06,15,15,1,['Michael'],['Brandman'],['M'],['white']
3841,ROBERT B. PARKER’S LULLABY,Ace Atkins,2012,1,2012-06-03,16,16,1,['Ace'],['Atkins'],['M'],['white']
3842,ROBERT LUDLUM'S THE JANSON COMMAND,Paul Garrison,2012,1,2012-03-04,15,15,1,['Paul'],['Garrison'],['M'],['white']
3843,ROBICHEAUX,James Lee Burke,2018,3,2018-01-21,6,6,1,['James'],['Burke'],['M'],['white']
3844,ROBOPOCALYPSE,Daniel H. Wilson,2011,1,2011-06-26,13,13,1,['Daniel'],['Wilson'],['M'],['white']
3845,ROCK STAR,Jackie Collins,1988,17,1988-04-24,3,2,1,['Jackie'],['Collins'],['F'],['white']
3846,ROCK WITH WINGS,Anne Hillerman,2015,1,2015-05-24,11,11,1,['Anne'],['Hillerman'],['F'],['white']
3847,ROCOCO,Adriana Trigiani,2005,1,2005-07-10,12,12,1,['Adriana'],['Trigiani'],['F'],[None]
3848,RODHAM,Curtis Sittenfeld,2020,1,2020-06-07,8,8,1,['Curtis'],['Sittenfeld'],['M'],[None]
3849,ROGER'S VERSION,John Updike,1986,15,1986-09-21,9,4,1,['John'],['Updike'],['M'],['white']
385,ALL THE QUEEN'S MEN,Linda Howard,1999,5,1999-08-15,13,11,1,['Linda'],['Howard'],['F'],['white']
3850,ROGUE,Danielle Steel,2008,3,2008-07-13,4,4,1,['Danielle'],['Steel'],['F'],['white']
3851,ROGUE LAWYER,John Grisham,2015,19,2015-11-08,1,1,1,['John'],['Grisham'],['M'],['white']
3852,ROGUE ONE: A STAR WARS STORY,Alexander Freed,2017,3,2017-01-08,16,11,1,['Alexander'],['Freed'],['M'],['white']
3853,ROGUE WARRIOR II: Red Cell,Richard Marcinko and John Weisman,1994,7,1994-03-13,13,7,2,"['Richard', 'John']","['Marcinko', 'Weisman']","['M', 'M']","['white', 'white']"
3854,ROGUE WARRIOR: GREEN TEAM,Richard Marcinko and John Weisman,1995,4,1995-03-05,14,13,2,"['Richard', 'John']","['Marcinko', 'Weisman']","['M', 'M']","['white', 'white']"
3855,ROGUE WARRIOR: TASK FORCE BLUE,Richard Marcinko and John Weisman,1996,5,1996-03-10,15,10,2,"['Richard', 'John']","['Marcinko', 'Weisman']","['M', 'M']","['white', 'white']"
3856,ROGUES,edited by George R. R. Martin and Gardner Dozois,2014,1,2014-07-06,7,7,2,"['edited', 'Gardner']","['Martin', 'Dozois']","[None, 'M']","['white', 'white']"
3857,ROLE OF HONOR,John Gardner,1984,8,1984-09-23,14,9,1,['John'],['Gardner'],['M'],['white']
3858,ROLL RIVER,James Boyd,1935,7,1935-05-06,8,5,1,['James'],['Boyd'],['M'],['white']
3859,ROOM,Emma Donoghue,2010,18,2010-10-03,10,8,1,['Emma'],['Donoghue'],['F'],['white']
386,ALL THE SINGLE LADIES,Dorothea Benton Frank,2015,3,2015-06-28,6,6,1,['Dorothea'],['Frank'],['F'],['white']
3860,ROOM AT THE TOP,John Braine,1957,1,1957-12-08,15,15,1,['John'],['Braine'],['M'],['white']
3861,ROOSTER CROWS FOR DAY,Ben Burman,1945,1,1945-10-14,16,16,1,['Ben'],['Burman'],['M'],['white']
3862,ROSE HARBOR IN BLOOM,Debbie Macomber,2013,2,2013-09-01,3,3,1,['Debbie'],['Macomber'],['F'],['white']
3863,ROSE MADDER,Stephen King,1995,14,1995-07-02,3,2,1,['Stephen'],['King'],['M'],['white']
3864,ROSEMARY'S BABY,Ira Levin,1967,43,1967-05-21,9,3,1,['Ira'],['Levin'],['M'],['white']
3865,ROSES,Leila Meacham,2010,5,2010-01-31,13,8,1,['Leila'],['Meacham'],['F'],['white']
3866,ROSES ARE RED,James Patterson,2000,13,2000-12-10,2,2,1,['James'],['Patterson'],['M'],['white']
3867,ROUGH COUNTRY,John Sandford,2009,4,2009-10-18,3,3,1,['John'],['Sandford'],['M'],['white']
3868,ROUGH JUSTICE,Jack Higgins,2008,2,2008-09-07,15,14,1,['Jack'],['Higgins'],['M'],['white']
3869,ROUGH WEATHER,Robert B. Parker,2008,3,2008-11-09,6,6,1,['Robert'],['Parker'],['M'],['white']
387,ALL THE STARS IN THE HEAVENS,Adriana Trigiani,2015,1,2015-11-01,14,14,1,['Adriana'],['Trigiani'],['F'],[None]
3870,ROUGH WINDS OF MAY,Nancy Hallinan,1955,1,1955-04-24,16,16,1,['Nancy'],['Hallinan'],['F'],['white']
3871,ROUND THE BEND,Nevil Shute,1951,10,1951-03-25,11,9,1,['Nevil'],['Shute'],['M'],['white']
3872,ROYAL,Danielle Steel,2020,4,2020-09-06,2,2,1,['Danielle'],['Steel'],['F'],['white']
3873,ROYAL REGIMENT,Gilbert Frankau,1939,3,1939-01-09,5,4,1,['Gilbert'],['Frankau'],['M'],[None]
3874,RUBBER LEGS AND WHITE TAIL-HAIRS,Patrick F. McManus,1987,9,1987-11-08,14,12,1,['Patrick'],['McManus'],['M'],['white']
3875,RUINS,Kevin J. Anderson,1996,2,1996-06-09,14,14,1,['Kevin'],['Anderson'],['M'],['white']
